lat,lon,noise
1.81300658318   ,   -78.81388463240  , 0.6
1.67184024850   ,   -78.98389277480  , 0.6
1.76199372011   ,   -78.71714440690  , 0.6
1.97789725002   ,   -78.58926851700  , 0.6
2.45928418594   ,   -78.55588178360  , 0.6
2.66985383895   ,   -78.13959250800  , 0.6
2.87173267560   ,   -77.70358725000  , 0.6
3.39539240043   ,   -77.39533945280  , 0.6
3.85136570651   ,   -77.09742501650  , 0.6
4.02796454482   ,   -77.20759900210  , 0.6
4.19966477022   ,   -77.53072782770  , 0.6
4.68215665110   ,   -77.30827814030  , 0.6
5.32412024435   ,   -77.39926299280  , 0.6
5.68592527592   ,   -77.28863472330  , 0.6
6.28425918726   ,   -77.46948416140  , 0.6
6.70432333503   ,   -77.43912620360  , 0.6
7.05506224060   ,   -77.71034897280  , 0.6
7.21877519149   ,   -77.88283740920  , 0.6
